name,domain,year founded,industry
pinellas county schools,,,education management
graybar,graybar.com,1869,wholesale
maximus,maximus.com,1975,government administration
gordon food service,gfs.com,1897,food & beverages
southern new hampshire university,snhu.edu,,higher education
o'reilly auto parts,oreillyauto.com,1957,retail
damco,damco.com,1905,logistics and supply chain
east carolina university,ecu.edu,1907,higher education
radboudumc,radboudumc.nl,1951,hospital & health care
yelp,yelp.com,2004,internet
bankers life,bankerslife.com,1879,insurance
multichoice,multichoice.co.za,1993,broadcast media
tecnicas reunidas,tecnicasreunidas.es,1972,oil & energy
comcast business,,,telecommunications
hindustan aeronautics limited,hal-india.com,,aviation & aerospace
"department of education, western australia",education.wa.edu.au,,education management
concordia university,concordia.ca,1974,higher education
university of liverpool,liv.ac.uk,1881,higher education
studio privato,lauraderubeis.it,,individual & family services
king faisal specialist hospital,kfshrc.edu.sa,1975,hospital & health care
fidelity international,fidelityrecruitment.com,1969,investment management
m-i swaco,,,oil & energy
debenhams,debenhams.com,,retail
bluesky agency,,1980,international affairs
golder associates,golder.com,1960,environmental services
miami-dade county,miamidade.gov,1836,government administration
kuwait oil company,kockw.com,1934,oil & energy
yale new haven hospital,yale.edu,1826,hospital & health care
the open university,open.ac.uk,1969,higher education
banco do brasil,,1808,banking
volkswagen do brasil,vw.com.br,1953,automotive
shaw communications,shaw.ca,1966,telecommunications
catalent pharma solutions,catalent.com,2007,pharmaceuticals
amerisourcebergen,amerisourcebergen.com,,pharmaceuticals
jacobs douwe egberts,jacobsdouweegberts.com,,food & beverages
ambit energy,ambitenergy.com,2006,utilities
delaware north,delawarenorth.com,1915,hospitality
evonik,evonik.com,2007,chemicals
bank of india,bankofindia.com,1906,banking
france télévisions,francetelevisions.fr,2000,broadcast media
université laval,ulaval.ca,1852,higher education
profile human resources consulting,,,staffing and recruiting
bausch + lomb,bausch.com,1853,medical devices
university of puerto rico,upr.edu,1903,higher education
vumc,vumc.nl,1966,hospital & health care
tam,tam.com.br,1976,airlines/aviation
pwc india,pwc.in,,management consulting
banco bci,bci.cl,1937,banking
my solutions 4 u,,,financial services
wake forest baptist health,wakehealth.edu,,hospital & health care
city of chicago,cityofchicago.org,1837,government administration
ecopetrol,ecopetrol.com.co,1951,oil & energy
colonial life,coloniallife.com,1939,insurance
santander brasil,santander.com.br,1982,banking
allen & overy,allenovery.com,,law practice
university of glasgow,gla.ac.uk,1451,research
lab line lab line co. for scientific instruments.,,,music
ut southwestern medical center,utsouthwestern.edu,1943,hospital & health care
doubletree by hilton,doubletree.com,1969,hospitality
cowi,cowi.com,1930,civil engineering
maldiveonline,oldurlthatwedontusenow.com,,marketing and advertising
bnp paribas securities services,,,financial services
sk telecom,sktelecom.com,1984,telecommunications
cablevision,cablevision.com,1973,telecommunications
alight solutions,alightsolutions.com,,information technology and services
umass memorial medical center,,,hospital & health care
fbi,fbi.gov,1908,law enforcement
queen's university,queensu.ca,1841,higher education
bloomingdale's,bloomingdales.com,1861,retail
louis dreyfus company,ldc.com,1851,food production
mantech,mantech.com,1968,information technology and services
dentons,dentons.com,,law practice
state of oregon,oregon.gov,1859,government administration
dow agrosciences,dowagro.com,1989,biotechnology
agence robijen,,,banking
wellcare health plans,wellcare.com,1985,insurance
universidade positivo,,,education management
gamil design,gamil.com,1995,design
hgs - hinduja global solutions,teamhgs.com,,outsourcing/offshoring
w. l. gore & associates,gore.com,1958,medical devices
avnet,avnet.com,1921,information technology and services
icf international,icfi.com,1969,management consulting
university of texas at dallas,utdallas.edu,1961,higher education
"rackspace, the #1 managed cloud company",rackspace.com,1998,information technology and services
city university of new york,cuny.edu,1843,higher education
thrivent financial,thrivent.com,,financial services
world bank group,,,international trade and development
investec,investec.com,1974,banking
tommy hilfiger,tommy.com,1985,apparel & fashion
abc,adecco.com.tr,,retail
sabesp,sabesp.com.br,1973,environmental services
country financial®,countryfinancial.com,1925,insurance
varian medical systems,varian.com,1948,medical devices
molex,molex.com,1938,electrical/electronic manufacturing
mentor graphics,mentor.com,1981,computer software
minneapolis public schools,mpls.k12.mn.us,,education management
bouygues telecom,bouyguestelecom.fr,1994,telecommunications
kronos,kronos.com,1977,computer software
cna insurance,cna.com,1897,insurance
northshore university healthsystem,northshore.org,1891,hospital & health care
punjab national bank,pnbindia.in,1894,banking
exelon,exeloncorp.com,2000,utilities
big lots,biglots.com,1967,retail
none none none,minerapp.com,2012,internet
vinci energies,vinci-energies.com,2003,information technology and services
néant,newberryschoolofbeauty.net,,publishing
general dynamics mission systems,gdmissionsystems.com,1952,defense & space
ashok leyland,ashokleyland.com,1948,automotive
bestseller,bestseller.com,1975,apparel & fashion
downer,downergroup.com,1933,civil engineering
air new zealand,airnewzealand.com,1940,airlines/aviation
stop & shop,stopandshop.com,1914,retail
berkshire hathaway homeservices california properties,bhhscalifornia.com,,real estate
pwc australia,pwc.com.au,2010,accounting
saint louis university,slu.edu,,higher education
nga human resources,ngahr.com,1969,human resources
hpcl,hindustanpetroleum.com,1974,oil & energy
king abdulaziz university,kau.edu.sa,1967,higher education
sse plc,sse.com,1998,utilities
uti worldwide,go2uti.com,1926,logistics and supply chain
circle k,circlek.com,1951,consumer goods
not applicable at this time,nelixia.com,,management consulting
metropolitan police,met.police.uk,1829,law enforcement
saab,saab.com,1937,defense & space
leiden university medical center,lumc.nl,,hospital & health care
yale university,,,higher education
oxford university press,oup.com,,publishing
u.s. geological survey (usgs),usgs.gov,1879,research
telekom malaysia,tm.com.my,1984,telecommunications
northside hospital,northside.com,1970,hospital & health care
pier 1 imports,pier1.com,1962,retail
ims health,imshealth.com,1954,information technology and services
free,grammatix.de,,arts and crafts
u.s. department of labor,dol.gov,1913,government administration
interserve,interserve.com,,facilities services
iqor,iqor.com,1957,outsourcing/offshoring
sofitel luxury hotels and resorts,sofitel.com,1964,hospitality
china pacific insurance company,cpic.com.cn,1991,insurance
barclaycard,barclaycard.com,1966,financial services
mediatek,mediatek.com,1997,semiconductors
zumba,zumba.com,2001,"health, wellness and fitness"
zebra technologies,zebra.com,1969,computer hardware
noaa: national oceanic & atmospheric administration,noaa.gov,1807,government administration
alti bvba,alti.be,,mechanical or industrial engineering
gap inc./ banana republic,bananarepublic.com,,retail
mc kraft,,,paper & forest products
best western international,bestwestern.com,1946,hospitality
international rescue committee,rescue.org,1933,non-profit organization management
georgia state university,,,education management
university of exeter,exeter.ac.uk,1955,higher education
arla foods,arla.com,1881,dairy
sita,sita.aero,,information technology and services
san jose state university,sjsu.edu,1857,higher education
belcorp,belcorp.biz,1968,cosmetics
nasa jet propulsion laboratory,,1936,defense & space
u.s. customs and border protection,cbp.gov,2003,government administration
tafe nsw,tafensw.edu.au,1833,education management
cybage,cybage.com,1995,information technology and services
ontario power generation,opg.com,1999,utilities
tns,tnsglobal.com,1997,market research
lehigh valley health network,lvhn.org,1899,hospital & health care
anytime fitness,anytimefitness.com,2001,"health, wellness and fitness"
bio-rad laboratories,bio-rad.com,1952,biotechnology
zs associates,zsassociates.com,1983,management consulting
o-i,o-i.com,1903,"glass, ceramics & concrete"
sa health,sahealth.sa.gov.au,,hospital & health care
city of edmonton,imomentous.com,,government administration
konecranes,konecranes.com,1994,machinery
uppsala university,uu.se,,higher education
the hershey company,thehersheycompany.com,1894,consumer goods
fod financiën - spf finances,belgium.be,1830,government administration
ufrgs,ufrgs.br,,higher education
defense logistics agency,dla.mil,1961,military
texas state university,txstate.edu,1899,higher education
university of arkansas for medical sciences,uamshealth.com,1879,hospital & health care
openreach,openreach.co.uk,2006,telecommunications
krajowy fundusz kapitałowy sa,kfk.org.pl,2005,financial services
gfi informatique,gfi.fr,1995,information technology and services
stellenbosch university,sun.ac.za,1918,higher education
truenewsworldwide,,,online media
mgm resorts international,mgmresorts.com,2000,hospitality
australian taxation office,ato.gov.au,1910,government administration
continental airlines,,,airlines/aviation
ascom2,ascom2.dyndns.org,,military
homeaway.com,homeaway.com,2005,internet
gannett,gannett.com,1906,media production
yara international,yara.com,1905,chemicals
gap,,1969,retail
anadarko petroleum corporation,anadarko.com,1959,oil & energy
barclays africa group limited,barclaysafrica.com,1991,financial services
iberia,iberia.com,,airlines/aviation
upc chello,chello.nl,1998,management consulting
birla sun life insurance,birlasunlife.com,2001,insurance
alliedbarton security services,alliedbarton.com,1957,security and investigations
"hyundai engineering & construction co.,ltd.",hdec.co.kr,1947,construction
school district of palm beach county,,,education management
st. joseph hospital,sjo.org,1929,hospital & health care
usi insurance services,usi.biz,1994,insurance
csra inc,csra.com,2015,information technology and services
keysight technologies,keysight.com,2014,electrical/electronic manufacturing
privado,reducciondestres.com,,human resources
south african breweries,sab.co.za,1895,food & beverages
